Data,Ativo,Preço,Volume (21d),Dividendo,Dividend Yield,Dividend Yield 3M (acumulado),Dividend Yield 6M (acumulado),Dividend Yield 12M (acumulado),Dividend Yield 3M (média),Dividend Yield 6M (média),Dividend Yield 12M (média),Dividend Yield no Ano,Variação Preço,Rentabilidade no Período,Rentabilidade Acumulada,Patrimônio Líquido,Valor Patrimonial,P/VPA,Dividend Yield Patrimonial,Variação Patrimonial,Rentabilidade Patrimonial no Período,Rentabilidade Patrimonial Acumulada,Vacância Física,Vacância Financeira,Qtd Ativos
2017-11-01,FPAB11,"353,00",49.0,"R$ 1,8500","0,5241%","1,6340%","3,4440%","6,8828%","0,5447%","0,5740%","0,5736%","5,7176%","-0,2712%","0,2514%","23,0429%","R$ 273.251.497,5500","R$ 364,3353","0,9689","0,5078%","0,0390%","0,5470%","4,8154%","23,5700%",N/A,1
2017-11-01,FFCI11,"189,39",1764.0,"R$ 1,2000","0,6581%","2,0027%","4,7428%","8,7365%","0,6676%","0,7905%","0,7280%","6,6804%","1,3056%","1,9722%","25,5544%","R$ 244.528.152,5500","R$ 176,4831","1,0731","0,6800%","-0,2640%","0,4142%","10.495,5970%","10,3000%",N/A,7
2017-11-01,RNGO11,"92,90",3434.0,"R$ 0,5200","0,5597%","1,7365%","3,5538%","7,8211%","0,5788%","0,5923%","0,6518%","6,1606%","-1,9629%","-1,4141%","16,8363%","R$ 251.350.567,0100","R$ 93,9277","0,9891","0,5749%","-0,0104%","0,5644%","5,5022%","15,6000%",N/A,2
2017-11-01,SCPF11,"13,38",828.0,"R$ 0,0747","0,5743%","1,7192%","3,7129%","0,0000%","0,5731%","0,6188%","0,0000%","6,6540%","-8,3862%","-7,8600%","26,9716%","R$ 46.652.710,0300","R$ 11,1078","1,2046","0,6722%","0,0889%","0,7617%","7,8683%",N/A,N/A,0
2017-11-01,SHPH11,"906,80",62.0,"R$ 3,5000","0,3804%","1,1476%","2,3077%","5,0477%","0,3825%","0,3846%","0,4206%","3,8099%","0,5464%","0,9290%","17,0008%","R$ 354.007.292,4700","R$ 612,0955","1,4815","0,5718%","-0,0624%","0,5090%","5,5962%","2,8000%",N/A,1
2017-11-01,ONEF11,"1.315,00",85.0,"R$ 6,5000","0,5118%","1,7132%","3,4177%","7,1139%","0,5711%","0,5696%","0,5928%","5,1685%","13,9004%","14,4834%","43,4931%","R$ 95.930.267,0700","R$ 1.053,0216","1,2488","0,6173%","-0,0087%","0,6085%","5,5279%","0,0000%",N/A,1
2017-11-01,FIVN11,"5,00",78.0,"R$ 0,0000","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%",,"0,0000%","0,0000%","0,0000%","R$ 156.078.387,0700","R$ 16,5818","0,3015",,,,,N/A,N/A,0
2017-11-01,RBBV11,"65,00",2386.0,"R$ 0,2692","0,4206%","0,7269%","2,1290%","5,0264%","0,2423%","0,3548%","0,4189%","3,8828%","6,6667%","7,1153%","-5,8455%","R$ 125.653.146,6300","R$ 100,1888","0,6488","0,2686%","0,3331%","0,6027%","2,5538%",N/A,N/A,0
2017-11-01,JSRE11,"100,00",14053.0,"R$ 0,5600","0,5600%","1,9303%","4,3940%","9,5611%","0,6434%","0,7323%","0,7968%","7,7932%","2,5115%","3,0856%","12,7180%","R$ 712.708.005,3000","R$ 110,4470","0,9054","0,5885%","2,2432%","2,8449%","8,9242%","54,0000%",N/A,1
2017-11-01,KNRE11,"0,98",72845.0,"R$ 0,0000","0,0000%","0,0000%","2,0022%","2,4818%","0,0000%","0,3337%","0,2068%","2,0022%","3,1915%","3,1915%","-10,0526%","R$ 215.276.926,3700","R$ 1,1607","0,8443","0,0000%","-1,3040%","-1,3040%","-6,9872%",N/A,N/A,0
2017-11-01,KNRI11,"169,50",15302.0,"R$ 0,9200","0,5428%","1,6943%","3,5448%","7,2996%","0,5648%","0,5908%","0,6083%","6,0034%","0,2662%","0,8104%","20,8312%","R$ 2.228.028.856,9300","R$ 143,5197","1,1810","0,6410%","0,0606%","0,7020%","5,0035%","8,1800%","14,5200%",16
2017-11-01,KNCR11,"101,50",28289.0,"R$ 0,6700","0,6601%","1,9733%","4,1218%","9,5975%","0,6578%","0,6870%","0,7998%","7,6930%","-2,9915%","-2,3511%","0,2359%","R$ 2.939.909.255,7600","R$ 104,6271","0,9701","0,6021%","0,1523%","0,7553%","8,4649%",N/A,N/A,0
2017-11-01,MXRF11,"9,62",53839.0,"R$ 0,0600","0,6237%","1,9933%","4,3636%","9,9333%","0,6644%","0,7273%","0,8278%","8,0488%","0,3128%","0,9385%","14,3496%","R$ 326.898.988,9200","R$ 10,3834","0,9265","0,6742%","0,8687%","1,5487%","-89,9324%",N/A,N/A,0
2017-11-01,MFII11,"131,40",3690.0,"R$ 1,1700","0,8904%","2,8788%","5,8727%","12,5270%","0,9596%","0,9788%","1,0439%","10,2982%","9,0456%","10,0166%","39,3355%","R$ 106.857.641,1300","R$ 106,1349","1,2380","1,1024%","-0,5492%","0,5472%","15,7021%",N/A,N/A,0
2017-11-01,DRIT11B,"120,00",18.0,"R$ 0,5300","0,4454%","1,3247%","5,2930%","8,8407%","0,4416%","0,8822%","0,7367%","7,3438%","3,4783%","3,9391%","26,8729%","R$ 58.476.186,8800","R$ 126,2229","0,9507","0,4199%","0,0270%","0,4471%","5,9446%","18,1000%","10,4000%",6
2017-11-01,PLRI11,"99,59",146.0,"R$ 0,4500","0,4519%","9,0858%","10,7748%","15,7495%","3,0286%","1,7958%","1,3125%","14,4062%","-11,0804%","-10,6786%","7,2374%","R$ 99.406.376,1700","R$ 104,1664","0,9561","0,5184%","-0,3024%","0,2144%","2,9530%",N/A,N/A,0
2017-11-01,PORD11,"103,40",538.0,"R$ 0,0000","0,0000%","5,2752%","5,2752%","11,3888%","1,7584%","0,8792%","0,9491%","5,2752%","-1,9838%","-1,9838%","4,9747%","R$ 103.486.147,2900","R$ 103,4861","0,9992",,,,,N/A,N/A,0
2017-11-01,RBDS11,"399,99",12.0,"R$ 8,4926","2,1232%","3,7563%","5,1770%","6,0902%","1,2521%","0,8628%","0,5075%","5,7817%","-9,0932%","-7,1630%","1,7088%","R$ 72.957.111,0100","R$ 576,6312","0,6937","0,7207%","-2,2537%","-1,5492%","14,5535%",N/A,N/A,0
2017-11-01,RBGS11,"44,00",1523.0,"R$ 0,0528","0,1200%","0,7629%","1,9026%","5,6075%","0,2543%","0,3171%","0,4673%","4,6380%","-0,4525%","-0,3330%","30,7589%","R$ 99.253.321,7800","R$ 92,0717","0,4779","0,1745%","0,0018%","0,1763%","2,0282%","15,0000%",N/A,1
2017-11-01,FIIP11B,"189,00",598.0,"R$ 1,2069","0,6386%","1,9657%","3,9394%","9,7235%","0,6552%","0,6566%","0,8103%","8,1375%","-2,8128%","-2,1921%","17,7473%","R$ 165.247.720,6900","R$ 178,2296","1,0604","0,7108%","0,1450%","0,8569%","12,7428%",N/A,N/A,7
2017-11-01,RBRD11,"84,66",1638.0,"R$ 3,0550","3,6086%","4,8192%","6,6639%","10,8650%","1,6064%","1,1106%","0,9054%","9,3803%","3,3952%","7,1263%","40,2466%","R$ 139.125.916,9200","R$ 75,1307","1,1268","0,6623%","0,3267%","0,9912%","8,6881%","0,0000%",N/A,0
2017-11-01,RDES11,"66,00",249.0,"R$ 0,2388","0,3619%","1,2585%","2,3931%","4,6273%","0,4195%","0,3989%","0,3856%","3,8917%","1,5385%","1,9059%","18,4560%","R$ 64.600.013,2400","R$ 87,0620","0,7581","0,3540%","-0,0670%","0,2867%","2,9371%","50,5300%",N/A,4
2017-11-01,RBCB11,"520,00",7.0,"R$ 3,0000","0,5769%","2,8408%","6,1516%","11,9905%","0,9469%","1,0253%","0,9992%","9,7147%","13,0459%","13,6981%","38,2526%","R$ 15.121.806,0500","R$ 284,7798","1,8260","2,1069%","-4,6707%","-2,6622%","-29,7961%",N/A,N/A,0
2017-11-01,RBVO11,"69,90",312.0,"R$ 0,4000","0,5722%","1,8146%","3,0965%","8,0148%","0,6049%","0,5161%","0,6679%","4,9966%","-0,1429%","0,4286%","-17,3205%","R$ 36.480.014,7300","R$ 70,7218","0,9884","0,6363%","0,2894%","0,9276%","-17,0600%",N/A,N/A,0
2017-11-01,SAAG11,"140,50",7226.0,"R$ 0,8500","0,6050%","1,8740%","3,8842%","8,0596%","0,6247%","0,6474%","0,6716%","6,6136%","-1,7483%","-1,1538%","23,2616%","R$ 519.322.102,7000","R$ 92,2172","1,5236","0,9217%","0,0160%","0,9379%","8,8354%",N/A,N/A,28
2017-11-01,SDIL11,"99,00",1463.0,"R$ 0,5800","0,5859%","1,8626%","3,8456%","8,0161%","0,6209%","0,6409%","0,6680%","6,2071%","9,1270%","9,7663%","24,1339%","R$ 139.609.494,8600","R$ 97,0283","1,0203","0,5978%","-0,0030%","0,5948%","5,5441%","14,2000%","13,0000%",1
2017-11-01,SPTW11,"74,50",2369.0,"R$ 0,5350","0,7181%","2,1843%","4,4497%","9,5071%","0,7281%","0,7416%","0,7923%","7,6593%","1,5540%","2,2833%","29,9474%","R$ 132.201.074,0800","R$ 73,5267","1,0132","0,7276%","0,0368%","0,7647%","8,1285%",N/A,N/A,0
2017-11-01,XTED11,"25,89",3732.0,"R$ 0,0000","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","15,8454%","15,8454%","15,8424%","R$ 76.231.366,0100","R$ 42,5266","0,6088","0,0000%","-0,2847%","-0,2847%","-12,3122%","96,8000%","98,3000%",2
2017-11-01,TRXL11,"77,00",1783.0,"R$ 0,3353","0,4397%","1,4232%","2,8239%","6,8372%","0,4744%","0,4707%","0,5698%","4,8898%","-0,5737%","-0,1366%","26,3905%","R$ 149.648.918,0000","R$ 90,7338","0,8486","0,3719%","0,0177%","0,3897%","3,3299%","53,0000%","50,1000%",6
2017-11-01,XPCM11,"98,43",3344.0,"R$ 0,7800","0,7924%","2,4427%","5,1456%","10,6187%","0,8142%","0,8576%","0,8849%","8,7746%","-1,0555%","-0,2714%","18,4694%","R$ 189.850.923,7200","R$ 78,6272","1,2519","0,9920%","0,1181%","1,1113%","10,4341%","0,0000%","0,0000%",1
2017-11-01,KNIP11,"107,00",9807.0,"R$ 0,6400","0,5981%","1,7052%","3,2900%","7,6418%","0,5684%","0,5483%","0,6368%","6,1925%","0,0000%","0,5981%","8,3830%","R$ 1.046.420.287,0800","R$ 103,4002","1,0348","0,5609%","0,4173%","0,9806%","8,6257%",N/A,N/A,0
2017-11-01,FAED11,"206,00",0.0,"R$ 1,4351","0,6776%","2,0670%","3,9198%","8,6173%","0,6890%","0,6533%","0,7181%","6,1982%","2,3188%","3,0121%","10,3612%","R$ 109.583.347,2900","R$ 170,6459","1,2072","0,8410%","-0,0012%","0,8398%","8,9414%","0,0000%",N/A,3
2017-11-01,CNES11,"104,10",0.0,"R$ 0,3696","0,3239%","1,0414%","2,3035%","4,6763%","0,3471%","0,3839%","0,3897%","3,5163%","-4,1176%","-3,8071%","23,2294%","R$ 302.113.821,3200","R$ 102,4376","1,0162","0,3608%","0,0234%","0,3842%","6,5719%","39,6000%",N/A,1
2017-11-01,FLRP11,"1.150,00",0.0,"R$ 4,7562","0,4136%","1,5128%","2,9680%","7,9366%","0,5043%","0,4947%","0,6614%","5,9121%","8,6957%","9,1452%","43,7088%","R$ 63.385.765,7100","R$ 1.228,3111","0,9362","0,3872%","0,0252%","0,4125%","3,2988%","3,5900%",N/A,1
2017-11-01,FEXC11,"94,20",0.0,"R$ 0,4500","0,4787%","1,1287%","2,3075%","6,7197%","0,3762%","0,3846%","0,5600%","4,5272%","-3,6688%","-3,2076%","-6,6645%","R$ 150.281.771,8600","R$ 102,8426","0,9160","0,4376%","0,1155%","0,5536%","6,1374%",N/A,N/A,0
2017-11-01,EDGA11,"46,02",0.0,"R$ 0,0285","0,0593%","0,9087%","1,4910%","4,4152%","0,3029%","0,2485%","0,3679%","2,5905%","2,7166%","2,7774%","-9,5538%","R$ 319.528.419,3700","R$ 83,8205","0,5490","0,0339%","0,0185%","0,0524%","1,7075%","34,8000%",N/A,1
2017-11-01,NSLU11,"229,02",0.0,"R$ 1,5633","0,6826%","2,0241%","4,1677%","8,4813%","0,6747%","0,6946%","0,7068%","6,0974%","-4,7734%","-4,1234%","21,8595%","R$ 219.697.450,5800","R$ 191,9090","1,1934","0,8146%","0,0021%","0,8167%","7,2124%","0,0000%",N/A,1
2017-11-01,HTMX11,"123,50",0.0,"R$ 0,3945","0,3194%","1,1638%","3,2404%","5,1574%","0,3879%","0,5401%","0,4298%","4,4247%","3,0025%","3,3315%","8,8506%","R$ 164.636.664,2600","R$ 147,1336","0,8394","0,3286%","0,1135%","0,4425%","11,2294%","31,0000%",N/A,24
2017-11-01,MAXR11,"1.920,00",0.0,"R$ 9,5466","0,5025%","2,7513%","3,8820%","8,9559%","0,9171%","0,6470%","0,7463%","4,5485%","1,3339%","1,8430%","19,7186%","R$ 98.653.852,7200","R$ 1.665,1845","1,1530",,,,,"0,0000%",N/A,8
2017-11-01,JRDM11,"82,00",0.0,"R$ 0,2924","0,3411%","1,3967%","3,3219%","7,9498%","0,4656%","0,5536%","0,6625%","4,6082%","1,0731%","1,4179%","21,2704%","R$ 187.100.123,1200","R$ 84,1633","0,9743",,,,,"2,6000%",N/A,0
2017-11-01,ALMI11,"1.967,11",0.0,"R$ 0,0000","0,0000%","0,0000%","0,0000%","10,0050%","0,0000%","0,0000%","0,8337%","6,1680%","-6,3232%","-6,3232%","16,8117%","R$ 205.764.649,9600","R$ 1.965,2784","1,0009","0,0000%","-0,1744%","-0,1744%","7,1751%","82,5000%",N/A,1
2017-11-01,TRNT11,"167,00",0.0,"R$ 0,8893","0,5489%","1,2106%","1,7927%","4,6588%","0,4035%","0,2988%","0,3882%","3,1971%","2,5443%","3,1071%","2,1567%","R$ 665.228.560,7800","R$ 169,0301","0,9880","0,5261%","0,0956%","0,6222%","3,4886%","35,6000%",N/A,1
2017-11-01,FVBI11,"105,90",0.0,"R$ 0,3852","0,3638%","1,0953%","2,3111%","5,7409%","0,3651%","0,3852%","0,4784%","3,7594%","2,7956%","3,1695%","24,8118%","R$ 207.267.077,8800","R$ 96,4033","1,0985","0,3996%","0,0752%","0,4751%","4,0437%","13,7000%",N/A,1
2017-11-01,FCFL11,"2.240,50",65.0,"R$ 11,5662","0,5508%","1,5694%","3,3579%","7,0374%","0,5231%","0,5596%","0,5865%","5,1890%","-2,3251%","-1,7872%","27,1110%","R$ 243.179.024,2500","R$ 1.456,1618","1,5386","0,7943%","-0,0020%","0,7923%","7,2557%","0,0000%",N/A,1
2017-11-01,THRA11,"104,70",1889.0,"R$ 0,4355","0,4248%","1,2534%","2,4558%","2,4558%","0,4178%","0,4093%","0,2047%","2,4558%","2,5000%","2,9355%","28,2231%","R$ 134.805.004,8400","R$ 91,5342","1,1438","0,4757%","-0,4866%","-0,0132%","3,0029%","0,0000%",N/A,1
2017-11-01,CEOC11,"88,19",1370.0,"R$ 0,1885","0,2119%","0,2119%","0,2119%","0,2119%","0,0706%","0,0353%","0,0177%","0,2119%","4,6706%","4,8923%","30,4383%","R$ 137.224.841,0400","R$ 75,5770","1,1669","0,2494%","0,0754%","0,3249%","-0,8172%","0,0000%",N/A,1
2017-11-01,GGRC11,"125,32",0.0,"R$ 0,8438","0,6724%","2,1752%","0,0000%","0,0000%","0,7251%","0,0000%","0,0000%","2,9505%","5,1177%","5,8245%","23,6919%","R$ 150.198.263,6900","R$ 106,2368","1,1796","0,7943%","0,0210%","0,8155%","12,9352%","0,0000%","0,0000%",5
2017-11-01,OUJP11,"97,00",1780.0,"R$ 0,7000","0,7216%","2,0084%","0,0000%","0,0000%","0,6695%","0,0000%","0,0000%","4,6760%","-2,0301%","-1,3231%","-5,4808%","R$ 72.619.723,5200","R$ 100,8607","0,9617","0,6747%","-0,1441%","0,5296%","2,1093%",N/A,N/A,0
2017-11-01,HCRI11,"347,01",0.0,"R$ 2,3157","0,6380%","2,1357%","4,4502%","9,6119%","0,7119%","0,7417%","0,8010%","6,8046%","10,3313%","11,0352%","35,5602%","R$ 59.599.391,2100","R$ 297,9970","1,1645","0,7771%","-0,0079%","0,7691%","7,2388%","0,0000%",N/A,1
